,ID,ShowName,Season,Episode,Name,Date,Rating,Votes
206,tt0141842,The Sopranos,2.0,10,Bust-Out,19 Mar. 2000,8.5,"(5,042)"
207,tt0141842,The Sopranos,2.0,11,House Arrest,26 Mar. 2000,8.2,"(5,025)"
208,tt0141842,The Sopranos,2.0,12,The Knight in White Satin Armor,2 Apr. 2000,9.3,"(6,094)"
209,tt0141842,The Sopranos,2.0,13,Funhouse,9 Apr. 2000,9.4,"(6,656)"
210,tt0141842,The Sopranos,3.0,1,Mr. Ruggerio's Neighborhood,4 Mar. 2001,8.6,"(5,328)"
211,tt0141842,The Sopranos,3.0,2,"Proshai, Livushka",4 Mar. 2001,8.6,"(5,275)"
212,tt0141842,The Sopranos,3.0,3,Fortunate Son,11 Mar. 2001,8.5,"(4,926)"
213,tt0141842,The Sopranos,3.0,4,Employee of the Month,18 Mar. 2001,9.1,"(5,771)"
214,tt0141842,The Sopranos,3.0,5,Another Toothpick,25 Mar. 2001,8.7,"(5,030)"
215,tt0141842,The Sopranos,3.0,6,University,1 Apr. 2001,8.7,"(5,344)"
216,tt0141842,The Sopranos,3.0,7,Second Opinion,8 Apr. 2001,8.4,"(4,821)"
217,tt0141842,The Sopranos,3.0,8,He Is Risen,15 Apr. 2001,8.4,"(4,757)"
218,tt0141842,The Sopranos,3.0,9,The Telltale Moozadell,22 Apr. 2001,8.2,"(4,747)"
219,tt0141842,The Sopranos,3.0,10,To Save Us All from Satan's Power,29 Apr. 2001,8.5,"(4,850)"
220,tt0141842,The Sopranos,3.0,11,Pine Barrens,6 May 2001,9.7,"(10,734)"
221,tt0141842,The Sopranos,3.0,12,Amour Fou,13 May 2001,9.2,"(5,459)"
222,tt0141842,The Sopranos,3.0,13,Army of One,20 May 2001,9.0,"(5,356)"
223,tt0141842,The Sopranos,4.0,1,For All Debts Public and Private,15 Sep. 2002,8.2,"(4,761)"
224,tt0141842,The Sopranos,4.0,2,No Show,22 Sep. 2002,8.3,"(4,639)"
225,tt0141842,The Sopranos,4.0,3,Christopher,29 Sep. 2002,7.9,"(4,938)"
226,tt0141842,The Sopranos,4.0,4,The Weight,6 Oct. 2002,8.5,"(4,748)"
227,tt0141842,The Sopranos,4.0,5,Pie-o-My,13 Oct. 2002,8.1,"(4,620)"
228,tt0141842,The Sopranos,4.0,6,Everybody Hurts,20 Oct. 2002,8.4,"(4,667)"
229,tt0141842,The Sopranos,4.0,7,Watching Too Much Television,27 Oct. 2002,8.2,"(4,541)"
230,tt0141842,The Sopranos,4.0,8,Mergers and Acquisitions,3 Nov. 2002,8.2,"(4,496)"
231,tt0141842,The Sopranos,4.0,9,Whoever Did This,10 Nov. 2002,9.3,"(5,763)"
232,tt0141842,The Sopranos,4.0,10,"The Strong, Silent Type",17 Nov. 2002,8.8,"(4,894)"
233,tt0141842,The Sopranos,4.0,11,Calling All Cars,24 Nov. 2002,8.0,"(4,459)"
234,tt0141842,The Sopranos,4.0,12,Eloise,1 Dec. 2002,8.3,"(4,490)"
235,tt0141842,The Sopranos,4.0,13,Whitecaps,8 Dec. 2002,9.2,"(5,963)"
236,tt0141842,The Sopranos,5.0,1,Two Tonys,7 Mar. 2004,8.7,"(4,707)"
237,tt0141842,The Sopranos,5.0,2,Rat Pack,14 Mar. 2004,8.4,"(4,464)"
238,tt0141842,The Sopranos,5.0,3,Where's Johnny?,21 Mar. 2004,8.6,"(4,594)"
239,tt0141842,The Sopranos,5.0,4,All Happy Families,28 Mar. 2004,8.5,"(4,489)"
240,tt0141842,The Sopranos,5.0,5,Irregular Around the Margins,4 Apr. 2004,9.2,"(5,378)"
241,tt0141842,The Sopranos,5.0,6,Sentimental Education,11 Apr. 2004,8.3,"(4,415)"
242,tt0141842,The Sopranos,5.0,7,In Camelot,18 Apr. 2004,8.0,"(4,520)"
243,tt0141842,The Sopranos,5.0,8,Marco Polo,25 Apr. 2004,8.7,"(4,668)"
244,tt0141842,The Sopranos,5.0,9,Unidentified Black Males,2 May 2004,8.8,"(4,649)"
245,tt0141842,The Sopranos,5.0,10,Cold Cuts,9 May 2004,8.6,"(4,628)"
246,tt0141842,The Sopranos,5.0,11,The Test Dream,16 May 2004,8.6,"(5,667)"
247,tt0141842,The Sopranos,5.0,12,Long Term Parking,23 May 2004,9.6,"(6,965)"
248,tt0141842,The Sopranos,5.0,13,All Due Respect,6 Jun. 2004,9.3,"(5,160)"
249,tt0141842,The Sopranos,6.0,1,Members Only,8 Mar. 2008,9.2,"(5,402)"
250,tt0141842,The Sopranos,6.0,2,Join the Club,19 Mar. 2006,8.7,"(5,111)"
251,tt0141842,The Sopranos,6.0,3,Mayham,26 Mar. 2006,8.8,"(4,887)"
252,tt0141842,The Sopranos,6.0,4,The Fleshy Part of the Thigh,2 Apr. 2006,8.5,"(4,543)"
253,tt0141842,The Sopranos,6.0,5,Mr. & Mrs. John Sacrimoni Request,9 Apr. 2006,8.8,"(4,701)"
254,tt0141842,The Sopranos,6.0,6,Live Free or Die,16 Apr. 2006,8.6,"(4,482)"
255,tt0141842,The Sopranos,6.0,7,Luxury Lounge,23 Apr. 2006,8.2,"(4,546)"
256,tt0141842,The Sopranos,6.0,8,Johnny Cakes,30 Apr. 2006,8.3,"(4,474)"
257,tt0141842,The Sopranos,6.0,9,The Ride,7 May 2006,8.3,"(4,485)"
258,tt0141842,The Sopranos,6.0,10,Moe n' Joe,14 May 2006,8.1,"(4,325)"
259,tt0141842,The Sopranos,6.0,11,Cold Stones,21 May 2006,8.7,"(4,588)"
260,tt0141842,The Sopranos,6.0,12,Kaisha,4 Jun. 2006,8.3,"(4,497)"
261,tt0141842,The Sopranos,6.0,13,Soprano Home Movies,8 Apr. 2007,9.0,"(5,347)"
262,tt0141842,The Sopranos,6.0,14,Stage 5,15 Apr. 2007,8.8,"(4,841)"
263,tt0141842,The Sopranos,6.0,15,Remember When,22 Apr. 2007,8.6,"(4,624)"
264,tt0141842,The Sopranos,6.0,16,Chasing It,29 Apr. 2007,8.0,"(4,516)"
265,tt0141842,The Sopranos,6.0,17,Walk Like a Man,6 May 2007,8.8,"(4,811)"
266,tt0141842,The Sopranos,6.0,18,Kennedy and Heidi,10 May 2008,9.1,"(5,709)"
267,tt0141842,The Sopranos,6.0,19,The Second Coming,10 May 2008,9.2,"(5,339)"
